timestamp,building_id,zone_id,zone_type,flammability,temperature,humidity,smoke_index,electrical_load,occupancy,wind_speed,scenario,risk_score,risk_level,fire_hazard_label
2026-02-01T01:00:25Z,building_b,bldg_b_corridor,corridor,1.5,20.18,68.02,0.13,42.73,2,6.9,normal,3.68,LOW,0
2026-02-01T01:20:23Z,building_a,bldg_a_elec,electrical,4.8,24.34,54.42,0.06,20.11,0,13.3,normal,9.47,LOW,0
2026-02-01T01:25:52Z,building_c,bldg_c_corridor,corridor,1.9,30.62,25.79,0.75,86.08,0,5.9,hot_weather,20.08,LOW,0
2026-02-01T01:27:53Z,building_c,bldg_c_kitchen,kitchen,4.7,37.53,34.49,77.98,50.95,1,1.5,smoke_increase,51.21,MEDIUM,0
2026-02-01T01:33:35Z,building_c,bldg_c_exit_b,exit,1.0,17.91,63.44,0.43,33.32,0,8.8,normal,2.14,LOW,0
2026-02-01T01:43:48Z,building_a,bldg_a_exit_a,exit,1.0,19.11,45.79,1.05,6.42,0,3.3,normal,0.63,LOW,0
2026-02-01T01:48:33Z,building_c,bldg_c_kitchen,kitchen,4.7,25.4,53.08,0.85,37.38,0,9.5,normal,13.2,LOW,0
2026-02-01T01:52:32Z,building_b,bldg_b_class1,classroom,2.2,20.38,46.4,0.31,34.62,8,16.1,normal,1.83,LOW,0
2026-02-01T01:55:49Z,building_b,bldg_b_exit_b,exit,1.0,25.11,11.12,1.86,58.04,0,10.1,dry_conditions,15.7,LOW,0
2026-02-01T02:03:00Z,building_c,bldg_c_storage,storage,4.3,22.41,49.85,1.66,34.51,0,6.7,normal,9.94,LOW,0
2026-02-01T02:39:27Z,building_c,bldg_c_corridor,corridor,1.9,19.81,45.38,0.77,40.15,0,7.4,normal,1.53,LOW,0
2026-02-01T02:41:56Z,building_c,bldg_c_storage,storage,4.3,32.17,16.87,0.38,48.72,0,3.0,dry_conditions,23.3,LOW,0
2026-02-01T02:54:39Z,building_a,bldg_a_storage,storage,4.9,42.61,44.79,10.13,139.58,0,7.1,electrical_overload,40.69,MEDIUM,0
2026-02-01T03:02:48Z,building_c,bldg_c_exit_b,exit,1.0,17.07,62.21,2.12,48.27,0,8.3,normal,1.81,LOW,0
2026-02-01T03:25:12Z,building_c,bldg_c_exit_b,exit,1.0,36.96,22.63,5.39,77.32,0,4.6,hot_weather,26.32,LOW,0
2026-02-01T03:29:23Z,building_b,bldg_b_class1,classroom,2.2,21.79,51.22,0.45,33.37,11,3.3,normal,4.16,LOW,0
2026-02-01T03:34:06Z,building_b,bldg_b_corridor,corridor,1.5,20.42,55.17,0.75,33.3,1,16.0,normal,2.75,LOW,0
2026-02-01T03:40:51Z,building_a,bldg_a_elec,electrical,4.8,22.71,49.95,0.13,29.23,0,7.0,normal,9.67,LOW,0
2026-02-01T04:13:57Z,building_c,bldg_c_storage,storage,4.3,22.1,39.44,1.2,56.96,0,11.4,normal,11.41,LOW,0
2026-02-01T04:19:50Z,building_a,bldg_a_exit_a,exit,1.0,33.47,31.07,65.53,67.08,0,8.9,smoke_increase,38.81,MEDIUM,0
2026-02-01T04:43:51Z,building_a,bldg_a_lab1,lab,4.2,41.38,25.86,0.84,52.56,3,1.3,hot_weather,30.61,MEDIUM,0
2026-02-01T05:01:45Z,building_c,bldg_c_kitchen,kitchen,4.7,24.52,54.6,0.05,30.15,0,3.7,normal,8.25,LOW,0
2026-02-01T05:07:05Z,building_b,bldg_b_exit_b,exit,1.0,23.36,57.48,0.78,20.73,0,10.1,normal,5.23,LOW,0
2026-02-01T05:40:16Z,building_a,bldg_a_storage,storage,4.9,24.2,43.73,2.06,22.06,0,2.3,normal,11.11,LOW,0
2026-02-01T05:49:46Z,building_a,bldg_a_exit_a,exit,1.0,38.16,18.23,1.07,85.43,2,3.3,hot_weather,28.2,LOW,0
2026-02-01T05:58:44Z,building_a,bldg_a_exit_a,exit,1.0,21.7,55.32,0.87,24.8,1,9.9,normal,1.2,LOW,0
2026-02-01T06:11:10Z,building_c,bldg_c_storage,storage,4.3,23.97,51.01,0.1,30.7,1,9.7,normal,9.11,LOW,0
2026-02-01T06:32:39Z,building_b,bldg_b_exit_b,exit,1.0,36.81,29.25,0.71,64.04,0,6.3,hot_weather,19.04,LOW,0
2026-02-01T06:41:35Z,building_b,bldg_b_class2,classroom,2.2,19.13,49.16,0.1,35.56,5,6.0,normal,6.02,LOW,0
2026-02-01T07:33:09Z,building_b,bldg_b_exit_b,exit,1.0,18.3,45.31,0.09,41.04,1,9.0,normal,0.0,LOW,0
2026-02-01T08:04:25Z,building_b,bldg_b_exit_a,exit,1.0,20.59,63.48,0.13,27.81,0,1.2,normal,0.17,LOW,0
2026-02-01T08:55:05Z,building_a,bldg_a_lab2,lab,3.5,21.2,41.48,0.54,37.15,5,4.4,normal,5.76,LOW,0
2026-02-01T08:57:12Z,building_a,bldg_a_exit_a,exit,1.0,22.41,52.93,0.02,34.23,0,3.9,normal,3.29,LOW,0
2026-02-01T09:04:55Z,building_b,bldg_b_server,server_room,4.6,22.75,51.77,0.06,46.94,2,3.4,normal,6.57,LOW,0
2026-02-01T09:12:12Z,building_b,bldg_b_storage,storage,4.1,32.75,15.81,0.66,47.85,0,5.4,dry_conditions,24.18,LOW,0
2026-02-01T09:14:22Z,building_b,bldg_b_exit_a,exit,1.0,24.42,11.28,0.81,35.89,0,9.5,dry_conditions,13.43,LOW,0
2026-02-01T09:36:06Z,building_b,bldg_b_corridor,corridor,1.5,36.76,27.98,1.18,76.46,12,6.9,hot_weather,20.5,LOW,0
2026-02-01T09:37:04Z,building_b,bldg_b_storage,storage,4.1,34.33,36.24,29.77,95.43,1,7.1,electrical_overload,36.5,MEDIUM,0
2026-02-01T10:00:12Z,building_a,bldg_a_elec,electrical,4.8,21.91,52.92,1.25,31.47,2,2.4,normal,11.43,LOW,0
2026-02-01T10:01:56Z,building_c,bldg_c_corridor,corridor,1.9,34.78,40.66,25.54,106.67,3,8.7,electrical_overload,29.79,LOW,0
2026-02-01T10:20:31Z,building_c,bldg_c_office,office,2.5,21.53,54.69,0.31,37.22,20,6.5,normal,6.89,LOW,0
2026-02-01T10:33:52Z,building_b,bldg_b_corridor,corridor,1.5,23.63,52.35,4.0,41.88,18,4.7,normal,6.21,LOW,0
2026-02-01T10:47:54Z,building_b,bldg_b_exit_a,exit,1.0,20.1,60.46,3.64,26.72,0,7.0,normal,2.54,LOW,0
2026-02-01T11:04:28Z,building_c,bldg_c_storage,storage,4.3,23.47,47.69,1.91,52.08,1,6.7,normal,5.31,LOW,0
2026-02-01T11:16:01Z,building_b,bldg_b_corridor,corridor,1.5,68.48,13.94,86.93,107.69,17,6.8,critical,83.22,HIGH,1
2026-02-01T11:22:53Z,building_b,bldg_b_storage,storage,4.1,21.67,52.19,0.8,31.19,0,15.9,normal,9.26,LOW,0
2026-02-01T12:21:51Z,building_a,bldg_a_exit_a,exit,1.0,20.96,50.96,0.01,29.07,0,8.1,normal,4.82,LOW,0
2026-02-01T12:21:52Z,building_b,bldg_b_class1,classroom,2.2,22.12,47.54,0.88,39.16,72,3.8,normal,3.75,LOW,0
2026-02-01T13:16:31Z,building_c,bldg_c_office,office,2.5,23.64,60.0,1.14,22.9,32,10.4,normal,5.75,LOW,0
2026-02-01T13:39:35Z,building_a,bldg_a_corridor,corridor,1.8,19.38,45.99,1.61,33.15,6,7.8,normal,3.0,LOW,0
2026-02-01T14:50:57Z,building_a,bldg_a_lab2,lab,3.5,22.28,56.65,0.21,25.35,8,9.6,normal,7.2,LOW,0
2026-02-01T15:16:07Z,building_c,bldg_c_office,office,2.5,23.87,41.49,0.24,34.4,23,2.6,normal,7.74,LOW,0
2026-02-01T15:51:31Z,building_b,bldg_b_storage,storage,4.1,38.74,37.8,10.73,118.43,2,5.4,electrical_overload,38.22,MEDIUM,0
2026-02-01T16:16:14Z,building_b,bldg_b_corridor,corridor,1.5,24.32,58.26,0.43,52.97,14,17.5,normal,6.4,LOW,0
2026-02-01T16:33:34Z,building_a,bldg_a_storage,storage,4.9,24.47,50.64,2.22,31.5,0,3.3,normal,13.27,LOW,0
2026-02-01T16:51:03Z,building_c,bldg_c_storage,storage,4.3,36.96,27.48,0.64,64.29,1,11.3,hot_weather,22.64,LOW,0
2026-02-01T17:14:49Z,building_c,bldg_c_exit_a,exit,1.0,67.19,16.29,92.66,77.87,0,10.6,critical,79.98,HIGH,1
2026-02-01T17:36:15Z,building_a,bldg_a_exit_a,exit,1.0,21.05,52.44,0.81,31.13,2,3.8,normal,2.86,LOW,0
2026-02-01T17:40:17Z,building_c,bldg_c_storage,storage,4.3,24.21,50.3,0.94,43.99,3,12.1,normal,7.12,LOW,0
2026-02-01T17:43:44Z,building_a,bldg_a_exit_a,exit,1.0,61.52,15.09,97.87,69.45,0,9.2,critical,82.89,HIGH,1
2026-02-01T18:16:56Z,building_a,bldg_a_corridor,corridor,1.8,22.2,45.73,2.45,42.84,3,3.7,normal,5.98,LOW,0
2026-02-01T18:22:23Z,building_b,bldg_b_storage,storage,4.1,23.75,52.27,0.33,26.27,1,4.8,normal,9.35,LOW,0
2026-02-01T18:40:53Z,building_c,bldg_c_exit_a,exit,1.0,20.09,58.88,2.03,31.71,0,9.8,normal,5.19,LOW,0
2026-02-01T18:47:41Z,building_a,bldg_a_lab1,lab,4.2,51.77,19.99,35.0,76.65,10,5.1,smoke_increase,51.93,MEDIUM,0
2026-02-01T18:49:29Z,building_c,bldg_c_corridor,corridor,1.9,64.21,12.91,97.79,53.52,1,4.8,critical,83.61,HIGH,1
2026-02-01T19:16:49Z,building_b,bldg_b_corridor,corridor,1.5,32.52,44.75,22.15,112.99,3,6.5,electrical_overload,27.89,LOW,0
2026-02-01T19:38:24Z,building_b,bldg_b_corridor,corridor,1.5,24.62,51.09,1.54,31.39,1,7.1,normal,4.95,LOW,0
2026-02-01T19:57:23Z,building_c,bldg_c_office,office,2.5,22.01,61.36,1.01,44.69,7,10.0,normal,3.95,LOW,0
2026-02-01T20:00:38Z,building_a,bldg_a_lab1,lab,4.2,22.81,46.06,1.21,35.83,0,2.7,normal,10.36,LOW,0
2026-02-01T20:15:02Z,building_a,bldg_a_lab1,lab,4.2,39.18,26.93,63.29,63.83,1,5.1,smoke_increase,48.22,MEDIUM,0
2026-02-01T20:48:16Z,building_b,bldg_b_server,server_room,4.6,39.88,26.55,35.1,97.95,0,7.6,smoke_increase,43.29,MEDIUM,0
2026-02-01T20:58:49Z,building_b,bldg_b_exit_a,exit,1.0,21.89,53.05,0.79,34.19,0,12.1,normal,5.03,LOW,0
2026-02-01T21:09:34Z,building_b,bldg_b_class2,classroom,2.2,38.22,29.83,0.63,76.84,11,5.6,hot_weather,25.76,LOW,0
2026-02-01T21:16:02Z,building_b,bldg_b_server,server_room,4.6,23.83,49.17,0.23,33.23,0,7.8,normal,9.22,LOW,0
2026-02-01T21:42:51Z,building_a,bldg_a_corridor,corridor,1.8,20.95,43.85,0.25,31.05,0,8.5,normal,3.37,LOW,0
2026-02-01T21:43:18Z,building_c,bldg_c_kitchen,kitchen,4.7,42.69,29.93,0.15,81.71,0,10.5,hot_weather,30.62,MEDIUM,0
2026-02-01T21:55:47Z,building_a,bldg_a_elec,electrical,4.8,20.4,46.74,0.97,25.13,0,2.8,normal,9.29,LOW,0
2026-02-01T22:26:24Z,building_b,bldg_b_corridor,corridor,1.5,18.8,57.92,0.09,47.42,2,3.2,normal,3.47,LOW,0
2026-02-01T22:32:28Z,building_a,bldg_a_exit_b,exit,1.0,22.72,47.95,0.29,30.66,2,6.3,normal,6.24,LOW,0
2026-02-01T22:37:22Z,building_c,bldg_c_corridor,corridor,1.9,31.85,47.61,11.66,87.51,0,3.6,electrical_overload,21.21,LOW,0
2026-02-01T22:46:30Z,building_c,bldg_c_exit_b,exit,1.0,32.54,51.58,17.63,118.68,0,7.7,electrical_overload,23.94,LOW,0
2026-02-01T23:00:14Z,building_c,bldg_c_storage,storage,4.3,68.12,10.42,81.39,114.9,0,1.5,critical,88.92,CRITICAL,1
2026-02-01T23:29:15Z,building_b,bldg_b_storage,storage,4.1,29.2,16.13,2.88,31.8,0,8.4,dry_conditions,23.15,LOW,0
2026-02-01T23:31:31Z,building_b,bldg_b_class1,classroom,2.2,39.25,31.46,4.64,71.06,13,11.6,hot_weather,24.0,LOW,0
2026-02-01T23:32:39Z,building_a,bldg_a_storage,storage,4.9,25.24,52.19,0.41,48.25,0,5.0,normal,12.55,LOW,0
2026-02-01T23:34:54Z,building_b,bldg_b_class2,classroom,2.2,62.82,15.71,86.37,0.0,9,7.5,critical,75.08,HIGH,1
2026-02-01T23:39:08Z,building_a,bldg_a_corridor,corridor,1.8,29.78,15.82,0.38,61.53,3,3.1,hot_weather,22.25,LOW,0
2026-02-01T23:52:04Z,building_a,bldg_a_storage,storage,4.9,30.93,10.56,1.86,29.84,0,3.1,dry_conditions,24.76,LOW,0
2026-02-02T00:05:49Z,building_b,bldg_b_class2,classroom,2.2,27.12,17.33,1.64,34.4,10,5.6,dry_conditions,20.08,LOW,0
2026-02-02T00:25:21Z,building_b,bldg_b_corridor,corridor,1.5,35.95,38.52,18.32,109.52,2,6.2,electrical_overload,28.03,LOW,0
2026-02-02T00:26:40Z,building_b,bldg_b_class2,classroom,2.2,22.04,44.39,2.19,44.35,6,9.0,normal,2.01,LOW,0
2026-02-02T01:20:39Z,building_b,bldg_b_server,server_room,4.6,24.22,57.99,0.05,44.58,0,11.5,normal,8.97,LOW,0
2026-02-02T01:27:17Z,building_a,bldg_a_lab1,lab,4.2,33.84,22.15,0.54,85.77,1,10.8,hot_weather,28.29,LOW,0
2026-02-02T01:37:44Z,building_b,bldg_b_server,server_room,4.6,38.15,13.52,50.68,63.16,0,5.7,smoke_increase,51.66,MEDIUM,0
2026-02-02T01:43:44Z,building_c,bldg_c_office,office,2.5,27.86,9.92,0.3,60.67,5,8.0,dry_conditions,17.88,LOW,0
2026-02-02T01:50:51Z,building_a,bldg_a_storage,storage,4.9,24.07,51.82,0.34,55.07,1,9.7,normal,9.63,LOW,0
2026-02-02T02:03:58Z,building_a,bldg_a_lab2,lab,3.5,19.59,48.94,0.18,24.88,0,11.3,normal,3.17,LOW,0
2026-02-02T02:15:55Z,building_b,bldg_b_storage,storage,4.1,26.54,13.78,0.59,32.47,0,10.7,dry_conditions,22.69,LOW,0
2026-02-02T02:41:08Z,building_b,bldg_b_exit_a,exit,1.0,32.68,9.49,0.16,46.12,0,7.3,dry_conditions,21.85,LOW,0
2026-02-02T02:57:06Z,building_b,bldg_b_exit_a,exit,1.0,31.51,21.8,1.96,74.71,0,10.8,hot_weather,20.22,LOW,0
2026-02-02T03:09:56Z,building_b,bldg_b_class2,classroom,2.2,21.12,47.19,1.38,32.44,2,3.9,normal,4.08,LOW,0
2026-02-02T03:21:37Z,building_a,bldg_a_corridor,corridor,1.8,38.23,16.55,64.99,65.84,0,2.8,smoke_increase,50.58,MEDIUM,0
2026-02-02T03:26:32Z,building_b,bldg_b_class1,classroom,2.2,30.77,22.01,2.39,83.04,4,2.4,hot_weather,19.79,LOW,0
2026-02-02T03:31:14Z,building_a,bldg_a_lab1,lab,4.2,48.46,33.74,28.46,155.55,2,3.1,electrical_overload,52.7,MEDIUM,0
2026-02-02T04:08:33Z,building_c,bldg_c_exit_a,exit,1.0,18.97,54.69,1.32,24.43,0,2.9,normal,2.43,LOW,0
2026-02-02T04:16:05Z,building_a,bldg_a_elec,electrical,4.8,26.4,50.94,0.68,32.33,0,3.9,normal,11.88,LOW,0
2026-02-02T04:21:21Z,building_a,bldg_a_exit_b,exit,1.0,41.18,27.99,13.84,136.69,1,3.9,electrical_overload,37.02,MEDIUM,0
2026-02-02T04:26:44Z,building_c,bldg_c_corridor,corridor,1.9,21.04,59.54,1.22,19.06,0,3.8,normal,3.77,LOW,0
2026-02-02T05:12:39Z,building_a,bldg_a_lab2,lab,3.5,20.77,56.67,0.78,33.34,0,5.6,normal,7.21,LOW,0
2026-02-02T05:17:01Z,building_c,bldg_c_exit_b,exit,1.0,22.02,51.9,1.41,24.97,0,5.9,normal,1.57,LOW,0
2026-02-02T05:30:17Z,building_c,bldg_c_exit_b,exit,1.0,23.7,13.68,0.35,37.96,0,6.2,dry_conditions,14.2,LOW,0
2026-02-02T05:43:37Z,building_a,bldg_a_lab2,lab,3.5,21.48,49.77,0.64,44.22,0,15.4,normal,9.5,LOW,0
2026-02-02T06:40:45Z,building_a,bldg_a_lab2,lab,3.5,21.37,60.13,0.94,22.07,0,6.3,normal,3.66,LOW,0
2026-02-02T06:41:47Z,building_c,bldg_c_corridor,corridor,1.9,31.73,41.06,61.5,62.26,0,4.0,smoke_increase,32.49,MEDIUM,0
2026-02-02T06:46:44Z,building_a,bldg_a_exit_b,exit,1.0,33.86,25.12,6.22,84.15,0,8.5,hot_weather,19.74,LOW,0
2026-02-02T07:06:07Z,building_b,bldg_b_exit_b,exit,1.0,23.73,53.27,0.34,33.17,1,2.2,normal,2.97,LOW,0
2026-02-02T07:28:55Z,building_c,bldg_c_corridor,corridor,1.9,21.65,47.06,1.25,26.44,2,9.0,normal,5.25,LOW,0
2026-02-02T07:34:25Z,building_c,bldg_c_storage,storage,4.3,63.29,13.32,92.64,77.7,0,6.9,critical,88.43,CRITICAL,1
2026-02-02T08:04:50Z,building_b,bldg_b_exit_a,exit,1.0,20.42,53.78,0.13,30.46,1,6.0,normal,1.66,LOW,0
2026-02-02T08:13:18Z,building_c,bldg_c_exit_b,exit,1.0,34.16,18.58,1.77,63.6,1,4.1,hot_weather,18.99,LOW,0
2026-02-02T08:17:26Z,building_c,bldg_c_exit_b,exit,1.0,21.34,57.48,0.06,37.25,0,6.2,normal,2.2,LOW,0
2026-02-02T08:27:39Z,building_c,bldg_c_storage,storage,4.3,46.56,45.94,25.77,139.45,1,4.0,electrical_overload,45.32,MEDIUM,0
2026-02-02T08:54:16Z,building_a,bldg_a_corridor,corridor,1.8,28.88,11.25,0.46,41.92,3,5.2,dry_conditions,22.25,LOW,0
2026-02-02T09:03:06Z,building_a,bldg_a_elec,electrical,4.8,43.16,20.78,0.67,54.24,3,9.7,hot_weather,32.66,MEDIUM,0
2026-02-02T09:10:08Z,building_c,bldg_c_storage,storage,4.3,20.8,44.77,0.88,31.23,1,8.4,normal,7.81,LOW,0
2026-02-02T09:34:34Z,building_a,bldg_a_elec,electrical,4.8,52.33,32.97,24.36,137.89,3,5.6,electrical_overload,49.78,MEDIUM,0
2026-02-02T09:39:27Z,building_b,bldg_b_exit_a,exit,1.0,20.22,55.06,0.63,40.15,0,5.6,normal,0.0,LOW,0
2026-02-02T09:55:31Z,building_c,bldg_c_exit_b,exit,1.0,40.39,28.51,53.9,75.26,1,6.1,smoke_increase,41.13,MEDIUM,0
2026-02-02T10:03:14Z,building_c,bldg_c_exit_b,exit,1.0,20.22,59.7,0.1,45.21,0,5.9,normal,0.0,LOW,0
2026-02-02T10:06:40Z,building_b,bldg_b_class2,classroom,2.2,29.73,13.98,1.43,47.02,51,1.6,dry_conditions,22.38,LOW,0
2026-02-02T10:14:35Z,building_b,bldg_b_corridor,corridor,1.5,18.32,49.84,0.06,36.26,12,5.0,normal,4.05,LOW,0
2026-02-02T10:57:43Z,building_b,bldg_b_class1,classroom,2.2,26.32,8.31,0.84,20.53,79,3.3,dry_conditions,20.98,LOW,0
2026-02-02T11:34:04Z,building_b,bldg_b_class1,classroom,2.2,22.84,60.02,0.18,42.04,69,1.4,normal,4.0,LOW,0
2026-02-02T11:38:41Z,building_a,bldg_a_storage,storage,4.9,24.17,50.28,1.31,32.16,1,7.9,normal,14.9,LOW,0
2026-02-02T11:45:44Z,building_a,bldg_a_elec,electrical,4.8,24.33,45.85,0.76,29.99,1,6.5,normal,11.28,LOW,0
2026-02-02T11:48:07Z,building_c,bldg_c_corridor,corridor,1.9,19.89,47.3,1.67,35.76,4,5.5,normal,2.96,LOW,0
2026-02-02T12:00:03Z,building_a,bldg_a_lab1,lab,4.2,23.89,49.29,0.76,32.14,13,6.1,normal,14.98,LOW,0
2026-02-02T12:49:17Z,building_b,bldg_b_exit_a,exit,1.0,21.01,53.96,0.53,30.98,0,9.5,normal,6.29,LOW,0
2026-02-02T12:50:28Z,building_b,bldg_b_class1,classroom,2.2,37.71,16.26,46.46,42.98,49,3.4,smoke_increase,40.06,MEDIUM,0
2026-02-02T12:55:08Z,building_a,bldg_a_corridor,corridor,1.8,21.86,50.3,0.76,29.08,7,1.9,normal,4.54,LOW,0
2026-02-02T13:10:53Z,building_a,bldg_a_storage,storage,4.9,27.96,18.41,1.37,40.72,2,13.3,dry_conditions,24.75,LOW,0
2026-02-02T13:41:17Z,building_b,bldg_b_corridor,corridor,1.5,19.77,50.43,0.29,26.62,15,5.0,normal,3.99,LOW,0
2026-02-02T14:07:31Z,building_c,bldg_c_exit_a,exit,1.0,38.02,26.19,1.35,79.37,0,7.0,hot_weather,22.43,LOW,0
2026-02-02T14:08:35Z,building_a,bldg_a_lab2,lab,3.5,21.5,46.14,1.08,30.89,4,6.6,normal,7.51,LOW,0
2026-02-02T14:09:06Z,building_b,bldg_b_storage,storage,4.1,67.51,16.69,93.78,113.55,0,6.5,critical,86.95,CRITICAL,1
2026-02-02T14:37:44Z,building_c,bldg_c_exit_a,exit,1.0,33.96,30.08,13.96,107.75,0,7.6,electrical_overload,25.17,LOW,0
2026-02-02T14:40:29Z,building_c,bldg_c_exit_a,exit,1.0,20.64,53.44,1.0,42.01,1,10.2,normal,0.48,LOW,0
2026-02-02T14:41:12Z,building_b,bldg_b_exit_a,exit,1.0,28.73,12.9,0.89,66.84,0,8.6,dry_conditions,20.36,LOW,0
2026-02-02T14:42:13Z,building_a,bldg_a_exit_b,exit,1.0,19.99,51.45,1.48,39.18,0,4.9,normal,3.48,LOW,0
2026-02-02T14:46:49Z,building_c,bldg_c_kitchen,kitchen,4.7,41.11,22.76,1.83,51.17,11,11.8,hot_weather,28.72,LOW,0
2026-02-02T14:47:36Z,building_a,bldg_a_exit_b,exit,1.0,18.25,49.05,0.41,44.08,0,18.8,normal,0.64,LOW,0
2026-02-02T14:57:26Z,building_b,bldg_b_server,server_room,4.6,20.73,50.96,0.89,34.84,5,2.3,normal,8.44,LOW,0
2026-02-02T15:03:13Z,building_a,bldg_a_storage,storage,4.9,21.31,52.3,0.48,51.72,0,13.0,normal,8.32,LOW,0
2026-02-02T15:29:27Z,building_b,bldg_b_exit_b,exit,1.0,28.2,12.08,2.81,38.5,1,5.8,dry_conditions,16.93,LOW,0
2026-02-02T15:36:39Z,building_a,bldg_a_corridor,corridor,1.8,18.43,48.45,2.09,37.32,2,19.2,normal,3.99,LOW,0
2026-02-02T15:44:45Z,building_b,bldg_b_class2,classroom,2.2,29.83,7.01,0.17,62.46,55,3.4,dry_conditions,21.74,LOW,0
2026-02-02T16:07:17Z,building_c,bldg_c_exit_b,exit,1.0,21.82,50.64,3.23,23.37,1,7.8,normal,3.32,LOW,0
2026-02-02T16:43:26Z,building_c,bldg_c_kitchen,kitchen,4.7,23.62,48.95,0.42,35.37,6,8.5,normal,9.52,LOW,0
2026-02-02T16:55:50Z,building_c,bldg_c_storage,storage,4.3,36.76,11.61,1.19,30.7,2,4.7,dry_conditions,28.58,LOW,0
2026-02-02T17:05:37Z,building_c,bldg_c_exit_b,exit,1.0,38.87,38.19,12.39,122.02,0,7.6,electrical_overload,30.07,MEDIUM,0
2026-02-02T17:07:38Z,building_b,bldg_b_exit_a,exit,1.0,35.12,16.2,53.52,66.5,0,7.9,smoke_increase,35.82,MEDIUM,0
2026-02-02T17:11:29Z,building_b,bldg_b_server,server_room,4.6,39.87,21.75,0.7,53.95,1,5.0,hot_weather,31.83,MEDIUM,0
2026-02-02T17:36:48Z,building_b,bldg_b_class1,classroom,2.2,25.74,13.15,0.26,28.42,73,3.8,dry_conditions,15.04,LOW,0
2026-02-02T17:40:33Z,building_c,bldg_c_office,office,2.5,33.41,8.8,2.2,59.38,35,9.7,dry_conditions,27.41,LOW,0
2026-02-02T17:50:27Z,building_c,bldg_c_exit_a,exit,1.0,21.37,49.12,0.72,43.0,0,4.7,normal,3.81,LOW,0
2026-02-02T17:54:21Z,building_c,bldg_c_office,office,2.5,21.27,51.58,0.66,9.35,29,8.3,normal,5.64,LOW,0
2026-02-02T17:59:53Z,building_a,bldg_a_exit_b,exit,1.0,23.2,46.32,0.02,25.57,1,6.5,normal,6.36,LOW,0
2026-02-02T18:37:49Z,building_b,bldg_b_exit_b,exit,1.0,21.25,53.75,1.01,26.29,0,8.3,normal,4.94,LOW,0
2026-02-02T19:13:01Z,building_b,bldg_b_exit_b,exit,1.0,19.41,45.26,2.51,41.82,0,11.3,normal,4.1,LOW,0
2026-02-02T19:19:19Z,building_a,bldg_a_corridor,corridor,1.8,63.0,9.87,97.44,120.73,0,1.1,critical,88.57,CRITICAL,1
2026-02-02T19:33:20Z,building_c,bldg_c_kitchen,kitchen,4.7,22.13,51.56,0.38,35.81,0,1.9,normal,6.18,LOW,0
2026-02-02T19:35:59Z,building_a,bldg_a_lab2,lab,3.5,28.63,10.68,0.18,46.68,1,9.2,dry_conditions,26.95,LOW,0
2026-02-02T19:40:14Z,building_a,bldg_a_storage,storage,4.9,31.58,12.98,0.21,33.04,1,11.6,dry_conditions,24.62,LOW,0
2026-02-02T19:52:10Z,building_a,bldg_a_elec,electrical,4.8,25.03,47.81,0.0,18.53,0,10.0,normal,12.77,LOW,0
2026-02-02T19:55:54Z,building_a,bldg_a_lab2,lab,3.5,22.68,51.71,0.4,36.95,1,7.0,normal,7.69,LOW,0
2026-02-02T20:13:03Z,building_c,bldg_c_kitchen,kitchen,4.7,40.4,26.96,1.54,68.94,3,5.8,hot_weather,26.81,LOW,0
2026-02-02T21:00:12Z,building_b,bldg_b_server,server_room,4.6,27.88,9.8,0.09,51.98,1,10.0,dry_conditions,19.82,LOW,0
2026-02-02T21:41:46Z,building_a,bldg_a_corridor,corridor,1.8,70.85,11.94,89.87,138.97,0,4.5,critical,89.44,CRITICAL,1
2026-02-02T21:54:10Z,building_a,bldg_a_lab1,lab,4.2,23.47,50.51,0.34,34.31,0,7.1,normal,13.5,LOW,0
2026-02-02T21:57:11Z,building_b,bldg_b_class2,classroom,2.2,33.82,27.84,70.42,61.59,11,10.8,smoke_increase,46.89,MEDIUM,0
2026-02-02T22:19:38Z,building_a,bldg_a_corridor,corridor,1.8,20.44,45.39,0.78,36.37,0,6.5,normal,4.55,LOW,0
2026-02-02T22:35:16Z,building_a,bldg_a_lab2,lab,3.5,35.6,10.06,0.62,62.34,0,6.1,dry_conditions,29.95,LOW,0
2026-02-02T22:45:12Z,building_a,bldg_a_lab1,lab,4.2,36.06,33.07,0.53,63.84,1,11.1,hot_weather,22.98,LOW,0
2026-02-02T22:59:32Z,building_c,bldg_c_corridor,corridor,1.9,18.47,49.61,0.45,36.93,1,4.8,normal,2.93,LOW,0
2026-02-02T23:46:45Z,building_c,bldg_c_exit_b,exit,1.0,17.55,50.72,0.06,29.02,2,6.7,normal,1.24,LOW,0
2026-02-03T00:14:45Z,building_b,bldg_b_exit_a,exit,1.0,22.58,59.37,0.25,25.78,0,0.5,normal,1.19,LOW,0
2026-02-03T01:20:53Z,building_a,bldg_a_storage,storage,4.9,25.56,61.41,0.23,27.39,0,4.7,normal,12.99,LOW,0
2026-02-03T01:21:39Z,building_b,bldg_b_class1,classroom,2.2,24.44,7.85,0.06,69.11,10,7.9,dry_conditions,19.67,LOW,0
2026-02-03T01:56:30Z,building_a,bldg_a_exit_a,exit,1.0,21.33,56.94,1.38,31.33,0,6.2,normal,0.0,LOW,0
2026-02-03T02:10:07Z,building_a,bldg_a_storage,storage,4.9,37.51,25.6,0.93,74.6,0,3.9,hot_weather,29.95,LOW,0
